	gt	frac
276	40	0.048582427829806575
277	15	0.09668616023495728
278	47	0.07850703080049709
279	56	0.06300922050035211
280	50	0.10338505682888008
281	74	0.08382824666747402
282	68	0.07807230030926024
283	72	0.10798841596951685
284	77	0.09582962238415282
285	86	0.12605362801863462
286	13	0.1521865927950794
287	26	0.04055515920302335
288	26	0.05113267213901902
289	59	0.04339306225591144
290	49	0.04657562389603524
291	87	0.07205518397988393
292	75	0.11199280172784244
293	73	0.07946949918687027
294	91	0.08322192581686706
295	83	0.05643749989663055
296	85	0.14052305456702074
297	27	0.025993875179977442
298	82	0.0652407829175187
299	27	0.032862175600045215
300	50	0.055352975732166285
301	46	0.03657909548579985
302	18	0.07720187795002989
303	20	0.026937225968964012
304	39	0.06789549154448732
305	2	0.05086395055487373
306	74	0.10655917618105427
307	24	0.0382569530528247
308	51	0.10229423639021096
309	60	0.11276616736910466
310	51	0.07378563118255951
311	23	0.07363656762497726
312	66	0.09701167236828243
313	60	0.0952972505465701
314	25	0.11429489213089203
315	10	0.08957720958409054
316	28	0.13555096145964823
317	0	0.018123065188228926
318	44	0.05940202617575961
319	36	0.0802027086888117
320	36	0.03331285536162216
321	43	0.09036855125033702
322	38	0.05570518527459739
323	52	0.0762101239879507
324	57	0.06331073008303845
325	34	0.051412969144222484
326	0	0.011801281073878525
327	61	0.0681898289637686
328	80	0.12245746935656024
329	75	0.084237726892839
330	85	0.06983457142445446
331	80	0.05197455896460172
332	23	0.16280686726062032
333	88	0.1033219066802624
334	22	0.06033348238284231
335	86	0.1305048422379372
336	83	0.08908195981238962
337	63	0.09092829166893875
338	60	0.07004990343176834
339	23	0.05397195900516682
340	43	0.05437174039101471
341	28	0.048230851439122466
342	63	0.04674397605353044
343	79	0.0906565908777077
344	70	0.08170643839674144
345	7	0.05989656070197063
346	36	0.10639766631480924
347	17	0.1102987886269767
348	37	0.17468669318270896
349	42	0.11646025021655519
350	3	0.042843607210464096
351	80	0.12434863510835761
352	87	0.14212920663573894
353	43	0.037258285664546684
354	77	0.10819416540966237
355	74	0.10688099396108777
356	68	0.17160133199543368
357	34	0.036544920484216634
358	67	0.12297899104510737
359	37	0.06603871395490475
360	53	0.15121883076595002
361	19	0.06716486950162262
362	25	0.06537076063925987
363	40	0.09273726307173907
364	49	0.08573090646008068
365	59	0.08177656673584141
366	54	0.08977908677158804
367	68	0.10554041970216924
368	67	0.10366692092587904
369	81	0.09445875061195586
370	79	0.1131642791432544
371	95	0.1330340671233519
372	84	0.13000074652514762
373	76	0.12257906167177875
374	86	0.09623968921899159
375	10	0.0373361482154371
376	63	0.09421991745062377
377	43	0.05963007636427475
378	38	0.02900272787838966
379	30	0.14886474521694934
380	48	0.24224749500530887
381	28	0.10983435572680122
382	42	0.08069121820519518
383	36	0.1067928332491959
384	54	0.08858907082534598
385	26	0.09145126630673037
386	6	0.03933388387507371
387	53	0.07399262386954908
388	43	0.16053815711981584
389	14	0.019094201427454716
390	50	0.1437122081221908
391	40	0.13607476071732486
392	29	0.029308638997058812
393	30	0.0852798821798293
394	64	0.053517302003970896
395	75	0.12084378771074807
396	43	0.11929332777571837
397	51	0.07360900143793188
398	88	0.07608268339109148
399	33	0.081712500420791
400	56	0.051433194472721266
401	31	0.102217664068989
402	72	0.07303536609879979
403	35	0.038975226115656965
404	41	0.058643573923946236
405	51	0.09591401872563096
406	49	0.04013853030793633
407	67	0.05163320042314813
408	59	0.051949219354561225
409	26	0.043361377899075626
410	28	0.055827740144181154
411	55	0.08870047607134514
412	29	0.041011679613514436
413	35	0.08252967864329466
414	15	0.03797091432707828
415	50	0.0511335093721177
416	46	0.043918671464220134
417	50	0.10929579492795688
418	43	0.07673347723152708
419	54	0.04965664227556441
